"","NR","WR","SR","ER","NER"
"Schedule(MU)","125.3","-101.0","29.6","-63.3","6.3"
"Actual(MU)","115.4","-100.3","29.4","-54.2","5.9"
"O/D/U/D(MU)","-9.9","0.7","-0.2","9.1","-0.4"
