"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","5060","0","93.9","35.0","0.7","264"
"","Haryana","5581","0","110.0","58.8","-0.6","271"
"","Rajasthan","9405","0","197.1","66.3","-3.2","393"
"","Delhi","3793","0","66.7","50.6","-1.9","202"
"","UP","10947","1555","238.7","96.3","-0.7","403"
"","Uttarakhand","1774","75","33.9","22.9","2.1","280"
"","HP","1368","10","25.8","21.1","0.6","142"
"","J&K","2004","100","40.4","31.6","3.2","414"
"","Chandigarh","224","0","3.9","3.2","0.7","67"
"WR","Chhattisgarh","2948","12","63.0","15.9","1.9","352"
"","Gujarat","10975","15","242.6","36.3","0.1","348"
"","MP","9133","19","179.1","90.4","-1.6","359"
"","Maharashtra","17572","447","365.0","110.4","4.8","456"
"","Goa","397","1","7.6","7.4","-0.5","62"
"","DD","243","1","5.9","5.8","0.0","53"
"","DNH","646","2","15.2","14.8","0.4","64"
"","Essar steel","358","1","7.9","7.9","0.0","29"
"SR","Andhra Pradesh","11519","0","265.1","94.3","6.7","406"
"","Karnataka","8686","350","181.5","20.2","0.9","374"
"","Kerala","3314","150","58.7","25.9","2.0","187"
"","Tamil Nadu","12297","730","256.6","81.2","0.7","310"
"","Pondy","287","0","5.8","6.6","-0.8","64"
"ER","Bihar","1905","190","39.2","34.2","1.9","245"
"","DVC","2561","150","60.3","-19.8","-1.0","356"
"","Jharkhand","1045","0","22.6","11.1","-0.3","152"
"","Odisha","3683","0","65.5","7.6","2.7","485"
"","West Bengal","6434","0","103.9","22.3","0.8","395"
"","Sikkim","109","0","1.8","1.2","0.6","25"
"NER","Arunachal Pradesh","114","1","1.6","1.2","0.4","40"
"","Assam","980","190","19.9","12.9","2.3","121"
"","Manipur","129","1","1.6","1.8","-0.1","33"
"","Meghalaya","257","3","4.8","3.9","-0.2","64"
"","Mizoram","80","1","1.3","1.1","0.0","35"
"","Nagaland","106","1","1.6","1.5","-0.1","21"
"","Tripura","199","0","2.1","1.6","-1.9","10"
