"","NR","WR","SR","ER","NER"
"Schedule(MU)","115.5","-101.4","29.6","-50.5","6.6"
"Actual(MU)","118.2","-111.1","36.8","-51.4","11.7"
"O/D/U/D(MU)","2.7","-9.7","7.2","-0.9","5.1"
