"Region","<49.2","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.00","4.50","19.00","31.10","54.70","36.40","9.00"
"SR GRID","0.00","4.50","19.00","31.10","54.70","36.40","9.00"
