"","NR","WR","SR","ER","NER","All India"
"Coal","504","1162","506","399","11","2582"
"Lignite","16","14","44","0","0","74"
"Hydro","117","35","83","32","7","274"
"Nuclear","30","25","41","0","0","95"
"Gas, Naptha & Diesel","27","38","18","0","22","105"
"RES (Wind, Solar, Biomass & Others)","89","141","177","1","0","409"
"Total","783","1414","869","432","41","3539"
