"","NR","WR","SR","ER","NER","All India"
"Thermal (Coal & Lignite)","500","1078","467","430","8","2483"
"Hydro","329","17","52","89","26","513"
"Nuclear","27","26","45","0","0","98"
"Gas, Naptha & Diesel","30","51","19","0","22","122"
"RES (Wind, Solar, Biomass & Others)","76","121","228","1","0","425"
"Total","962","1292","812","520","56","3641"
