"","NR","WR","SR","ER","NER","TOTAL"
"Schedule(MU)","200.7","-166.7","2.6","-32.6","-2.8","1.3"
"Actual(MU)","190.7","-158.5","4.3","-31.9","-1.6","3.0"
"O/D/U/D(MU)","-10.0","8.1","1.7","0.7","1.2","1.7"
