"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","5175","0","94.4","46.5","1.9","222"
"","Haryana","5145","0","102.5","35.7","1.7","334"
"","Rajasthan","9053","0","183.5","79.7","-5.4","367"
"","Delhi","3149","0","55.3","40.8","-0.5","215"
"","UP","9802","1905","216.8","80.8","-3.1","427"
"","Uttarakhand","1536","75","28.9","19.1","-0.2","60"
"","HP","1256","0","23.2","17.5","0.7","167"
"","J&K","1870","100","39.0","30.5","3.3","276"
"","Chandigarh","180","0","3.1","3.0","0.1","27"
"WR","Chhattisgarh","2781","2","58.0","16.8","2.2","392"
"","Gujarat","11002","20","234.0","57.0","0.8","373"
"","MP","9715","0","200.0","117.3","-4.9","340"
"","Maharashtra","16512","379","345.6","111.8","3.5","405"
"","Goa","345","0","6.8","6.5","0.0","52"
"","DD","240","0","5.7","6.2","-0.5","67"
"","DNH","549","0","13.4","13.3","0.0","55"
"","Essar steel","293","0","5.3","5.2","0.1","25"
"SR","Andhra Pradesh","10222","0","231.5","90.9","3.3","293"
"","Karnataka","7975","300","164.5","25.0","3.1","343"
"","Kerala","3005","150","54.3","35.4","2.6","254"
"","Tamil Nadu","10070","0","220.3","71.9","-0.6","514"
"","Pondy","260","0","5.2","5.6","-0.4","17"
"ER","Bihar","1911","0","34.8","36.2","-4.0","145"
"","DVC","2421","0","56.3","-19.0","2.7","285"
"","Jharkhand","954","0","20.7","11.5","-1.1","80"
"","Odisha","3257","0","62.8","14.2","2.1","345"
"","West Bengal","5402","4","93.5","8.8","5.4","475"
"","Sikkim","110","0","2.4","1.3","1.1","25"
"NER","Arunachal Pradesh","122","3","1.7","1.1","0.6","59"
"","Assam","965","119","17.5","10.6","1.3","121"
"","Manipur","108","2","1.6","1.5","0.1","38"
"","Meghalaya","273","2","5.1","2.8","0.6","68"
"","Mizoram","64","8","1.2","0.9","0.1","19"
"","Nagaland","88","12","1.6","1.3","0.0","22"
"","Tripura","180","2","3.2","-0.2","1.0","57"
