"Region","<49.2","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.00","0.00","0.00","2.72","2.72","79.75","17.53"
"SR GRID","0.00","0.00","0.00","2.72","2.72","79.75","17.53"
