"","NR","WR","SR","ER","NER"
"Schedule(MU)","87.2","-71.2","35.3","-60.0","5.8"
"Actual(MU)","77.7","-64.5","35.1","-54.4","8.8"
"O/D/U/D(MU)","-9.5","6.7","-0.2","5.6","3.0"
