"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","8245","0","186.6","121.9","0.8","153"
"","Haryana","6670","0","142.6","75.9","1.7","252"
"","Rajasthan","6555","0","146.9","61.0","-1.1","441"
"","Delhi","4500","5","93.1","76.2","-2.1","236"
"","UP","10804","1860","229.2","123.0","2.1","298"
"","Uttarakhand","1542","0","32.4","12.7","-1.0","52"
"","HP","1051","0","22.1","-1.1","0.5","268"
"","J&K","1541","100","27.3","15.8","-2.2","57"
"","Chandigarh","255","0","5.1","5.3","-0.2","8"
"WR","Chhattisgarh","2707","219","58.5","16.8","5.8","331"
"","Gujarat","9567","40","218.1","54.3","-2.8","395"
"","MP","4782","23","110.4","45.9","-3.1","344"
"","Maharashtra","13727","327","302.6","82.7","2.2","401"
"","Goa","354","2","6.9","6.9","0.0","57"
"","DD","247","1","5.7","5.4","0.3","48"
"","DNH","625","3","15.1","13.5","1.5","49"
"","Essar steel","195","1","3.3","3.0","0.3","51"
"SR","Andhra Pradesh","11383","0","261.9","70.7","2.1","415"
"","Karnataka","7090","400","147.7","21.0","0.4","321"
"","Kerala","2922","75","52.6","18.6","1.0","256"
"","Tamil Nadu","11228","235","251.5","69.1","-1.5","259"
"","Pondy","290","0","6.0","6.2","-0.2","21"
"ER","Bihar","1900","0","40.1","41.3","-1.2","380"
"","DVC","2570","0","56.1","-21.5","3.2","510"
"","Jharkhand","861","0","18.0","13.9","-2.8","120"
"","Odisha","3533","0","68.6","21.5","-2.6","370"
"","West Bengal","6453","0","117.7","41.1","1.9","320"
"","Sikkim","70","0","0.8","1.5","-0.7","0"
"NER","Arunachal Pradesh","95","5","1.3","1.4","-0.1","35"
"","Assam","1083","142","22.0","14.2","2.2","218"
"","Manipur","110","0","1.7","1.9","-0.2","32"
"","Meghalaya","198","2","4.4","0.4","0.4","115"
"","Mizoram","59","-3","1.0","1.0","-0.1","14"
"","Nagaland","98","2","1.5","1.4","0.1","36"
"","Tripura","197","26","3.4","1.0","0.8","53"
