"Region","<49.2","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.0","0.0","0.3","7.4","7.7","60.9","31.4"
"SR GRID","0.0","0.0","0.3","7.4","7.7","60.9","31.4"
