"","NR","WR","SR","ER","NER"
"Schedule(MU)","120.8","-83.0","30.1","-57.7","5.9"
"Actual(MU)","118.0","-105.4","31.2","-53.6","7.3"
"O/D/U/D(MU)","-2.8","-22.4","1.1","4.1","1.4"
