"","NR","WR","SR","ER","NER","All India"
"Coal","453","1013","349","383","11","2209"
"Lignite","16","16","51","0","0","83"
"Hydro","154","57","147","84","11","454"
"Nuclear","27","29","60","0","0","115"
"Gas, Naptha & Diesel","25","70","16","0","23","134"
"RES (Wind, Solar, Biomass & Others)","43","53","129","2","0","227"
"Total","719","1238","751","469","45","3220"
