"","NR","WR","SR","ER","NER"
"Schedule(MU)","78.1","-77.8","35.4","-45.7","9.2"
"Actual(MU)","87.8","-95.5","40.4","-49.7","13.0"
"O/D/U/D(MU)","9.7","-17.7","5.0","-4.0","3.8"
