"Share of RES in total generation (%)","5.43","5.03","15.94","0.10","0.09","7.08"
"Share of Non-fossil fuel (Hydro, Nuclear and RES) in total generation (%)","46.38","12.39","36.14","23.01","47.20","28.59"
