"Share of RES in total generation (%)","7.94","5.81","19.06","0.19","0.11","8.48"
"Share of Non-fossil fuel (Hydro, Nuclear and RES) in total generation (%)","36.74","10.30","30.61","10.27","10.34","20.58"
