"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","4718","0","92.4","23.6","-0.6","180","0.0"
"","Haryana","5968","386","109.5","59.1","1.1","253","0.1"
"","Rajasthan","9874","0","199.7","74.3","0.5","240","0.1"
"","Delhi","3605","0","63.9","49.5","0.4","203","0.0"
"","UP","13104","250","268.9","85.0","0.0","523","1.4"
"","Uttarakhand","1880","0","35.1","17.5","-0.8","119","0.0"
"","HP","1441","0","26.4","20.6","-0.2","112","0.4"
"","J&K","2053","513","43.3","40.7","-2.0","51","10.2"
"","Chandigarh","208","0","3.5","3.6","-0.1","12","0.0"
"WR","Chhattisgarh","3299","0","72.9","3.6","0.4","139","0.0"
"","Gujarat","13665","0","293.5","79.2","-1.3","131","0.0"
"","MP","9346","0","232.5","136.1","2.3","684","0.0"
"","Maharashtra","20247","0","418.1","130.4","-3.3","362","0.0"
"","Goa","432","0","9.4","8.5","0.2","40","0.0"
"","DD","323","0","7.2","6.3","0.9","93","0.0"
"","DNH","723","0","16.7","16.1","0.6","79","0.0"
"","Essar steel","534","0","11.6","10.8","0.8","214","0.0"
"SR","Andhra Pradesh","8160","0","167.7","70.3","2.3","545","0.5"
"","Telangana","8064","0","156.9","67.1","-2.2","351","0.5"
"","Karnataka","9734","0","207.3","86.8","2.6","415","0.6"
"","Kerala","3415","0","66.9","45.1","0.5","172","0.2"
"","Tamil Nadu","13485","0","295.2","157.1","6.8","700","0.9"
"","Pondy","327","0","6.6","7.2","-0.6","23","0.0"
"ER","Bihar","3694","0","63.4","56.9","-0.2","180","0.0"
"","DVC","2849","0","65.4","-38.9","-1.2","230","0.0"
"","Jharkhand","1013","0","23.7","13.3","0.5","80","0.0"
"","Odisha","3735","0","66.8","26.2","1.7","320","0.0"
"","West Bengal","6125","0","107.6","20.4","3.3","350","0.0"
"","Sikkim","102","0","1.5","1.4","0.1","30","0.0"
"NER","Arunachal Pradesh","110","2","2.3","1.9","0.4","21","0.0"
"","Assam","1414","13","23.7","17.6","0.6","84","0.4"
"","Manipur","156","3","2.9","2.7","0.1","3","0.0"
"","Meghalaya","287","8","5.8","2.6","-0.3","27","0.0"
"","Mizoram","84","3","1.5","1.3","0.1","10","0.0"
"","Nagaland","114","1","2.3","1.6","0.3","33","0.0"
"","Tripura","215","1","4.0","1.7","0.8","55","0.0"
