"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","6121","0","128.0","91.0","0.3","210"
"","Haryana","7121","0","139.4","117.9","1.0","318"
"","Rajasthan","8476","0","186.8","53.4","-0.5","192"
"","Delhi","4182","0","86.7","72.0","-0.2","117"
"","UP","12202","3835","266.7","128.4","0.7","241"
"","Uttarakhand","1788","0","36.1","15.8","1.4","176"
"","HP","1235","0","24.3","8.7","-0.1","81"
"","J&K","1980","495","37.7","22.2","-2.3","147"
"","Chandigarh","231","0","4.5","4.4","0.3","14"
"WR","Chhattisgarh","3338","482","79.2","29.3","4.5","348"
"","Gujarat","12593","0","277.1","58.0","-2.7","510"
"","MP","7730","0","171.3","96.9","-3.8","148"
"","Maharashtra","17910","20","393.6","117.8","2.2","324"
"","Goa","426","40","9.0","7.7","1.0","159"
"","DD","291","0","6.6","6.2","0.4","52"
"","DNH","711","0","16.5","16.3","0.1","41"
"","Essar steel","332","0","5.2","4.5","0.7","207"
"SR","Andhra Pradesh","5942","0","130.8","21.3","4.0","555"
"","Telangana","6290","0","143.0","99.6","-0.8","301"
"","Karnataka","6858","1100","142.9","19.2","1.4","348"
"","Kerala","3331","125","62.8","28.8","1.9","381"
"","Tamil Nadu","12111","90","276.2","103.6","5.2","665"
"","Pondy","302","45","6.7","6.3","0.4","40"
"ER","Bihar","3004","150","64.2","61.3","0.9","250"
"","DVC","2607","0","53.2","-15.6","-0.9","380"
"","Jharkhand","959","0","21.1","11.8","-0.7","145"
"","Odisha","3105","250","66.0","16.2","-0.2","300"
"","West Bengal","7135","0","142.9","42.8","0.2","320"
"","Sikkim","78","0","1.0","0.8","0.1","24"
"NER","Arunachal Pradesh","110","2","1.8","1.8","0.0","45"
"","Assam","1295","154","26.1","18.0","1.5","192"
"","Manipur","143","1","2.2","1.9","0.2","46"
"","Meghalaya","255","2","4.6","-0.7","-0.4","41"
"","Mizoram","77","1","1.2","1.3","-0.2","11"
"","Nagaland","112","2","1.7","1.7","-0.1","28"
"","Tripura","237","3","3.1","0.2","1.0","127"
