"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","8487","610","192.6","123.9","0.2","107"
"","Haryana","6770","0","155.8","113.8","-4.8","171"
"","Rajasthan","6370","0","142.8","59.0","-7.0","0"
"","Delhi","4561","0","94.5","78.5","-3.5","220"
"","UP","11363","2340","242.1","134.8","-3.2","205"
"","Uttarakhand","1308","230","27.8","23.5","0.7","191"
"","HP","1150","0","24.2","-0.1","-0.4","106"
"","J&K","1575","100","27.5","15.9","-2.1","149"
"","Chandigarh","315","0","6.0","6.2","-0.2","22"
"WR","Chhattisgarh","2809","24","62.7","21.6","1.8","463"
"","Gujarat","8885","68","196.9","42.4","-0.3","975"
"","MP","5454","23","114.2","35.1","-1.3","364"
"","Maharashtra","13666","112","292.7","68.2","5.4","860"
"","Goa","357","1","7.0","7.2","-0.6","16"
"","DD","252","1","6.1","5.6","0.5","31"
"","DNH","523","72","12.6","12.3","0.3","46"
"","Essar steel","347","4","7.7","8.6","-0.9","0"
"SR","Andhra Pradesh","10099","500","226.4","76.9","3.2","360"
"","Karnataka","7078","500","136.3","6.6","-1.6","252"
"","Kerala","2869","75","51.0","19.3","0.9","265"
"","Tamil Nadu","11487","564","242.3","76.6","-7.2","290"
"","Pondy","305","0","6.2","6.5","-0.3","21"
"ER","Bihar","1980","400","40.2","37.5","1.2","100"
"","DVC","2756","0","57.4","-20.7","3.1","570"
"","Jharkhand","982","0","19.2","14.5","-2.5","10"
"","Odisha","3612","0","68.8","17.4","0.5","380"
"","West Bengal","6814","28","134.8","40.8","4.9","400"
"","Sikkim","89","0","1.2","0.8","0.4","30"
"NER","Arunachal Pradesh","60","30","0.7","1.5","-0.8","0"
"","Assam","1018","236","23.1","14.4","3.2","243"
"","Manipur","104","1","1.5","2.2","-0.7","5"
"","Meghalaya","269","1","4.4","0.3","-0.1","109"
"","Mizoram","54","1","1.1","1.0","0.1","22"
"","Nagaland","93","2","1.6","1.3","0.0","24"
"","Tripura","192","29","3.4","1.5","0.0","55"
