"","NR","WR","SR","ER","NER"
"Schedule(MU)","176.4","-179.1","54.2","-60.0","5.8"
"Actual(MU)","177.6","-201.5","61.4","-54.9","8.4"
"O/D/U/D(MU)","1.2","-22.4","7.2","5.2","2.6"
