"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","7601","0","158.6","90.2","2.9","439"
"","Haryana","6101","0","131.6","71.9","0.1","208"
"","Rajasthan","6940","0","144.2","61.5","-9.2","0"
"","Delhi","4310","0","92.9","69.9","-1.0","200"
"","UP","10750","1930","239.9","126.9","-5.3","139"
"","Uttarakhand","1513","225","32.5","12.1","2.1","311"
"","HP","1231","0","24.9","7.1","0.9","77"
"","J&K","1626","100","32.0","17.1","1.4","218"
"","Chandigarh","255","0","5.2","5.0","0.2","51"
"WR","Chhattisgarh","3041","26","68.8","14.7","-1.2","338"
"","Gujarat","7974","40","167.2","6.8","3.0","386"
"","MP","6640","9","131.1","59.9","-4.0","335"
"","Maharashtra","14849","338","322.6","95.4","10.1","368"
"","Goa","393","1","7.9","7.0","0.5","91"
"","DD","261","0","6.1","6.1","0.1","59"
"","DNH","622","1","14.2","14.4","-0.2","51"
"","Essar steel","176","0","3.8","3.8","0.0","51"
"SR","Andhra Pradesh","11768","0","270.6","75.3","1.4","309"
"","Karnataka","7522","0","152.6","23.3","0.0","243"
"","Kerala","3199","150","59.2","17.9","0.0","314"
"","Tamil Nadu","12101","200","263.6","71.3","2.8","568"
"","Pondy","315","40","6.5","6.2","0.3","58"
"ER","Bihar","2055","0","44.1","43.0","1.1","295"
"","DVC","2567","300","56.4","-17.3","3.2","465"
"","Jharkhand","896","0","19.1","14.0","-1.2","145"
"","Odisha","3832","0","74.7","15.2","-1.0","320"
"","West Bengal","7072","24","137.2","36.0","0.4","350"
"","Sikkim","89","0","1.1","1.1","0.0","35"
"NER","Arunachal Pradesh","95","5","1.1","1.5","-0.4","33"
"","Assam","1139","203","21.5","13.5","2.9","307"
"","Manipur","112","8","1.4","2.0","-0.6","8"
"","Meghalaya","242","11","4.4","1.2","-0.5","60"
"","Mizoram","52","5","0.9","1.1","-0.4","9"
"","Nagaland","86","2","1.5","1.2","-0.1","12"
"","Tripura","202","23","3.5","1.1","0.5","68"
