"","NR","WR","SR","ER","NER"
"Schedule(MU)","106.8","-73.7","29.5","-65.0","2.3"
"Actual(MU)","81.5","-65.0","31.0","-47.0","2.0"
"O/D/U/D(MU)","-25.3","8.7","1.5","18.1","-0.3"
