"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","5200","0","98.1","41.9","0.2","287"
"","Haryana","5552","0","106.3","63.9","-1.3","660"
"","Rajasthan","8837","0","180.8","76.7","-2.3","39"
"","Delhi","3279","0","58.9","39.7","0.7","422"
"","UP","10304","1205","227.8","93.2","-2.8","377"
"","Uttarakhand","1661","75","31.6","21.6","1.6","299"
"","HP","1312","0","23.9","18.2","0.5","69"
"","J&K","1964","100","37.6","33.4","-1.1","178"
"","Chandigarh","200","0","3.4","3.4","0.0","25"
"WR","Chhattisgarh","3083","50","65.1","15.0","0.0","388"
"","Gujarat","10608","0","240.4","83.1","-4.3","386"
"","MP","5041","2","101.7","38.2","-2.7","396"
"","Maharashtra","17677","170","369.3","116.4","2.0","298"
"","Goa","398","0","8.5","7.6","0.2","90"
"","DD","240","0","3.8","4.5","-0.7","49"
"","DNH","644","0","14.9","14.7","0.2","27"
"","Essar steel","417","0","7.7","7.6","0.1","37"
"SR","Andhra Pradesh","11673","500","264.9","88.6","5.4","624"
"","Karnataka","8617","400","190.5","21.3","1.6","336"
"","Kerala","3460","150","64.8","27.7","2.2","464"
"","Tamil Nadu","11979","1184","252.6","85.6","1.2","412"
"","Pondy","291","0","5.7","5.8","-0.2","28"
"ER","Bihar","1918","600","40.4","35.2","2.7","190"
"","DVC","2565","0","57.7","-20.1","-1.7","300"
"","Jharkhand","1013","104","20.4","10.2","0.7","100"
"","Odisha","3583","0","64.9","9.0","-1.2","280"
"","West Bengal","6440","0","114.1","20.2","3.3","300"
"","Sikkim","93","0","1.1","1.2","-0.1","25"
"NER","Arunachal Pradesh","113","2","1.4","1.3","0.2","45"
"","Assam","990","175","19.6","11.8","2.8","140"
"","Manipur","107","3","1.6","1.4","0.2","40"
"","Meghalaya","270","12","4.7","3.6","0.0","56"
"","Mizoram","77","1","1.1","0.9","0.0","24"
"","Nagaland","101","1","1.6","1.5","-0.2","17"
"","Tripura","201","0","2.6","0.6","-0.1","25"
