"Share of RES in total generation (%)","10.12","10.04","21.65","0.38","0.08","11.35"
"Share of Non-fossil fuel (Hydro, Nuclear and RES) in total generation (%)","34.50","15.58","38.00","7.82","24.15","23.78"
