"","NR","WR","SR","ER","NER","All India"
"Coal","381","1072","422","420","10","2306"
"Lignite","24","13","41","0","0","78"
"Hydro","128","45","83","34","9","300"
"Nuclear","34","28","43","0","0","104"
"Gas, Naptha & Diesel","30","30","15","0","18","94"
"RES (Wind, Solar, Biomass & Others)","67","133","167","2","0","369"
"Total","664","1321","772","456","37","3250"
