"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","5967","0","120.8","63.4","-1.1","237"
"","Haryana","6465","0","133.6","79.7","-3.4","348"
"","Rajasthan","8152","0","180.7","52.5","-0.5","271"
"","Delhi","4810","6","99.5","77.0","-1.3","208"
"","UP","12206","1885","263.5","128.1","-1.5","431"
"","Uttarakhand","1569","0","33.8","20.9","-1.1","77"
"","HP","1178","18","24.1","6.6","0.0","134"
"","J&K","1465","100","29.3","17.1","-1.5","43"
"","Chandigarh","276","0","5.4","4.5","0.9","70"
"WR","Chhattisgarh","3336","70","70.4","21.0","0.2","275"
"","Gujarat","12778","16","282.9","43.0","-3.0","760"
"","MP","6900","46","152.0","82.7","0.2","697"
"","Maharashtra","18024","714","393.1","125.1","5.0","746"
"","Goa","427","3","9.2","9.0","-0.1","37"
"","DD","267","1","3.0","3.7","-0.7","65"
"","DNH","648","4","15.3","15.4","-0.2","20"
"","Essar steel","500","3","10.7","11.0","-0.4","11"
"SR","Andhra Pradesh","10870","600","249.6","88.7","4.1","406"
"","Karnataka","7830","400","168.5","23.5","1.0","301"
"","Kerala","3229","450","66.0","30.5","1.9","282"
"","Tamil Nadu","12670","725","282.6","84.5","1.4","320"
"","Pondy","348","0","7.2","7.1","0.1","43"
"ER","Bihar","2384","100","48.5","44.1","1.2","389"
"","DVC","2562","0","58.3","-11.9","-0.9","350"
"","Jharkhand","980","0","17.7","11.2","-1.8","165"
"","Odisha","3631","0","77.6","22.6","-0.7","375"
"","West Bengal","7394","5","149.0","37.2","3.6","489"
"","Sikkim","87","0","1.1","1.1","0.1","30"
"NER","Arunachal Pradesh","90","17","1.5","1.3","0.2","34"
"","Assam","1030","340","19.0","11.4","3.3","201"
"","Manipur","108","11","1.5","1.2","0.4","44"
"","Meghalaya","273","6","3.7","1.5","-0.4","42"
"","Mizoram","61","10","1.1","0.9","0.0","21"
"","Nagaland","94","12","1.5","1.3","0.0","44"
"","Tripura","180","75","3.8","1.0","0.5","69"
