"","NR","WR","SR","ER","NER","Total"
"Demand Met during Evening Peak hrs(MW) (at 2000 hrs; from RLDCs)","53794","51115","43385","21222","2619","172135"
"Peak Shortage (MW)","892","0","0","0","79","971"
"Energy Met (MU)","1219","1254","1054","478","47","4051"
"Hydro Gen (MU)","271","54","65","70","17","477"
"Wind Gen (MU)","14","88","42","----------","----------","144"
"Solar Gen (MU)*","26.19","26.86","84.75","1.06","0.02","139"
"Energy Shortage (MU)","11.6","0.0","0.0","0.0","2.4","13.9"
"Maximum Demand Met during the day (MW) & time (from NLDC SCADA)","56324","57996","47477","22652","2661","180189"
"","23:28","14:45","14:52","00:00","18:53","14:59"
