"","NR","WR","SR","ER","NER","TOTAL"
"Schedule(MU)","221.8","-258.4","94.4","-49.8","-7.7","0.4"
"Actual(MU)","228.1","-271.3","101.6","-54.9","-9.1","-5.5"
"O/D/U/D(MU)","6.3","-12.9","7.2","-5.1","-1.4","-5.9"
