"Region","FVI","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.058","0.00","1.38","16.66","18.03","75.10","6.86"
"SR GRID","0.058","0.00","1.38","16.66","18.03","75.10","6.86"
