"","NR","WR","SR","ER","NER","Total"
"Demand Met during Evening Peak hrs(MW)","39460","35890","28277","14840","1842","120309"
"Peak Shortage (MW)","1955","1019","719","200","285","4178"
"Energy Met (MU)","928","856","646","313","34","2777"
"Hydro Gen(MU)","241","108","79","88","19","534"
"Wind Gen(MU)","8","9","16","----------","----------","33"
