"Region","<49.2","49.2-49.5","49.5-49.7","49.7-49.8","<49.7","49.7-50.2","> 50.2"
"NEW GRID","0.0","0.0","1.2","5.8","1.2","96.2","2.6"
"SR GRID","0.0","0.0","1.3","3.6","1.3","95.6","3.1"
