"","NR","WR","SR","ER","NER","Total"
"Demand Met during Evening Peak hrs(MW)","34079","38958","34268","16399","2023","125727"
"Peak Shortage (MW)","880","212","932","448","239","2711"
"Energy Met (MU)","727","911","818","335","36","2827"
"Hydro Gen(MU)","123","37","71","23","4","257"
"Wind Gen(MU)","11","23","27","----------","----------","60"
