"","NR","WR","SR","ER","NER"
"Schedule(MU)","100.2","-99.6","30.0","-43.2","5.8"
"Actual(MU)","95.7","-97.9","32.0","-38.7","6.9"
"O/D/U/D(MU)","-4.5","1.7","2.0","4.5","1.1"
