"","NR","WR","SR","ER","NER"
"Schedule(MU)","96.4","-58.3","51.0","-98.2","5.5"
"Actual(MU)","88.2","-49.6","51.9","-89.4","-1.7"
"O/D/U/D(MU)","-8.2","8.7","0.9","8.8","-7.2"
