"","NR","WR","SR","ER","NER","All India"
"Coal","607","1216","524","422","11","2780"
"Lignite","24","15","49","0","0","89"
"Hydro","318","11","36","82","16","463"
"Nuclear","27","31","54","0","0","112"
"Gas, Naptha & Diesel","54","56","13","0","29","152"
"RES (Wind, Solar, Biomass & Others)","50","79","250","2","0","381"
"Total","1080","1407","926","506","56","3975"
