"Region","FVI","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.040","0.00","0.29","9.44","9.73","78.63","11.63"
"SR GRID","0.040","0.00","0.29","9.44","9.73","78.63","11.63"
