"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","9960","0","229.4","118.7","-0.3","131"
"","Haryana","8772","0","179.1","145.0","-2.9","134"
"","Rajasthan","8664","0","193.0","69.6","-0.5","134"
"","Delhi","4962","0","102.3","81.6","0.0","153"
"","UP","15401","0","329.6","142.0","2.0","396"
"","Uttarakhand","1906","0","40.7","14.2","3.5","307"
"","HP","1329","0","28.4","2.1","1.6","200"
"","J&K","2064","516","38.2","18.4","-2.2","140"
"","Chandigarh","309","0","6.0","6.3","-0.3","27"
"WR","Chhattisgarh","3561","0","83.4","38.2","4.5","330"
"","Gujarat","13778","10","305.5","74.1","4.6","937"
"","MP","7523","0","160.5","79.5","-1.5","350"
"","Maharashtra","20129","0","441.6","124.9","1.1","393"
"","Goa","383","0","8.4","8.1","-0.2","94"
"","DD","310","0","7.0","6.6","0.4","126"
"","DNH","748","0","17.3","17.4","-0.2","23"
"","Essar steel","500","0","9.8","10.4","-0.6","421"
"SR","Andhra Pradesh","7714","0","167.4","21.1","2.2","720"
"","Telangana","7915","0","173.3","113.2","3.2","423"
"","Karnataka","9490","0","203.5","76.8","3.9","822"
"","Kerala","3465","0","65.4","44.7","1.1","215"
"","Tamil Nadu","13705","0","300.6","126.2","-3.1","636"
"","Pondy","331","0","7.0","7.3","-0.2","24"
"ER","Bihar","3345","0","67.3","66.2","-0.8","100"
"","DVC","2498","0","61.5","-26.3","0.0","100"
"","Jharkhand","1053","0","20.9","14.2","-1.1","85"
"","Odisha","3889","0","74.0","21.2","-0.3","150"
"","West Bengal","7796","0","144.0","34.6","2.5","250"
"","Sikkim","91","0","1.3","1.3","0.0","25"
"NER","Arunachal Pradesh","116","2","1.9","2.1","-0.3","15"
"","Assam","1564","81","29.8","21.8","4.5","237"
"","Manipur","143","2","1.9","2.3","-0.3","23"
"","Meghalaya","291","0","5.6","0.4","1.0","57"
"","Mizoram","76","1","1.2","1.2","0.0","9"
"","Nagaland","97","3","1.6","1.6","-0.1","10"
"","Tripura","254","1","3.9","3.4","1.3","49"
