"","NR","WR","SR","ER","NER","Total"
"Demand Met during Evening Peak hrs(MW)","39495","32702","27921","15881","1867","117866"
"Peak Shortage (MW)","940","145","1750","34","297","3166"
"Energy Met (MU)","933","712","646","322","35","2648"
"Hydro Gen(MU)","293","79","99","67","21","558"
"Wind Gen(MU)","12","47","73","----------","----------","131"
